"STATISTIC","Statistic Label","C03387V04072","Expenditure type","C02553V03094","Household Size","TLIST(A1)","Year","UNIT","VALUE"
"HS208","Average weekly household expenditure","01010406","01.01.04.06 Sweetened breakfast cereals","004","3 persons","2015","2015","Euro","0.26"
"HS208","Average weekly household expenditure","01010406","01.01.04.06 Sweetened breakfast cereals","006","4 persons","2015","2015","Euro","0.55"
"HS208","Average weekly household expenditure","01010406","01.01.04.06 Sweetened breakfast cereals","007","5 persons","2015","2015","Euro","0.72"
"HS208","Average weekly household expenditure","01010406","01.01.04.06 Sweetened breakfast cereals","0091","6 + Persons","2015","2015","Euro","1.08"
"HS208","Average weekly household expenditure","01010407","01.01.04.07 Other breakfast cereals n.e.c","-","All household sizes","2015","2015","Euro","0.09"
"HS208","Average weekly household expenditure","01010407","01.01.04.07 Other breakfast cereals n.e.c","001","1 person","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","01010407","01.01.04.07 Other breakfast cereals n.e.c","003","2 persons","2015","2015","Euro","0.07"
"HS208","Average weekly household expenditure","01010407","01.01.04.07 Other breakfast cereals n.e.c","004","3 persons","2015","2015","Euro","0.09"
"HS208","Average weekly household expenditure","01010407","01.01.04.07 Other breakfast cereals n.e.c","006","4 persons","2015","2015","Euro","0.14"
"HS208","Average weekly household expenditure","01010407","01.01.04.07 Other breakfast cereals n.e.c","007","5 persons","2015","2015","Euro","0.14"
"HS208","Average weekly household expenditure","01010407","01.01.04.07 Other breakfast cereals n.e.c","0091","6 + Persons","2015","2015","Euro","0.18"
"HS208","Average weekly household expenditure","010105","01.01.05 Milk, cream yoghurts and cheese","-","All household sizes","2015","2015","Euro","9.72"
"HS208","Average weekly household expenditure","010105","01.01.05 Milk, cream yoghurts and cheese","001","1 person","2015","2015","Euro","4.39"
"HS208","Average weekly household expenditure","010105","01.01.05 Milk, cream yoghurts and cheese","003","2 persons","2015","2015","Euro","8.1"
"HS208","Average weekly household expenditure","010105","01.01.05 Milk, cream yoghurts and cheese","004","3 persons","2015","2015","Euro","11.04"
"HS208","Average weekly household expenditure","010105","01.01.05 Milk, cream yoghurts and cheese","006","4 persons","2015","2015","Euro","13.28"
"HS208","Average weekly household expenditure","010105","01.01.05 Milk, cream yoghurts and cheese","007","5 persons","2015","2015","Euro","15.71"
"HS208","Average weekly household expenditure","010105","01.01.05 Milk, cream yoghurts and cheese","0091","6 + Persons","2015","2015","Euro","18.29"
"HS208","Average weekly household expenditure","01010501","01.01.05.01 Whole milk","-","All household sizes","2015","2015","Euro","2.34"
"HS208","Average weekly household expenditure","01010501","01.01.05.01 Whole milk","001","1 person","2015","2015","Euro","1.31"
"HS208","Average weekly household expenditure","01010501","01.01.05.01 Whole milk","003","2 persons","2015","2015","Euro","1.93"
"HS208","Average weekly household expenditure","01010501","01.01.05.01 Whole milk","004","3 persons","2015","2015","Euro","2.42"
"HS208","Average weekly household expenditure","01010501","01.01.05.01 Whole milk","006","4 persons","2015","2015","Euro","3.09"
"HS208","Average weekly household expenditure","01010501","01.01.05.01 Whole milk","007","5 persons","2015","2015","Euro","3.85"
"HS208","Average weekly household expenditure","01010501","01.01.05.01 Whole milk","0091","6 + Persons","2015","2015","Euro","4.55"
"HS208","Average weekly household expenditure","01010502","01.01.05.02 Fully skimmed milk","-","All household sizes","2015","2015","Euro","0.16"
"HS208","Average weekly household expenditure","01010502","01.01.05.02 Fully skimmed milk","001","1 person","2015","2015","Euro","0.09"
"HS208","Average weekly household expenditure","01010502","01.01.05.02 Fully skimmed milk","003","2 persons","2015","2015","Euro","0.19"
"HS208","Average weekly household expenditure","01010502","01.01.05.02 Fully skimmed milk","004","3 persons","2015","2015","Euro","0.15"
"HS208","Average weekly household expenditure","01010502","01.01.05.02 Fully skimmed milk","006","4 persons","2015","2015","Euro","0.21"
"HS208","Average weekly household expenditure","01010502","01.01.05.02 Fully skimmed milk","007","5 persons","2015","2015","Euro","0.21"
"HS208","Average weekly household expenditure","01010502","01.01.05.02 Fully skimmed milk","0091","6 + Persons","2015","2015","Euro","0.18"
"HS208","Average weekly household expenditure","01010503","01.01.05.03 Semi skimmed milk","-","All household sizes","2015","2015","Euro","1.22"
"HS208","Average weekly household expenditure","01010503","01.01.05.03 Semi skimmed milk","001","1 person","2015","2015","Euro","0.56"
"HS208","Average weekly household expenditure","01010503","01.01.05.03 Semi skimmed milk","003","2 persons","2015","2015","Euro","1.22"
"HS208","Average weekly household expenditure","01010503","01.01.05.03 Semi skimmed milk","004","3 persons","2015","2015","Euro","1.32"
"HS208","Average weekly household expenditure","01010503","01.01.05.03 Semi skimmed milk","006","4 persons","2015","2015","Euro","1.51"
"HS208","Average weekly household expenditure","01010503","01.01.05.03 Semi skimmed milk","007","5 persons","2015","2015","Euro","1.83"
"HS208","Average weekly household expenditure","01010503","01.01.05.03 Semi skimmed milk","0091","6 + Persons","2015","2015","Euro","2"
"HS208","Average weekly household expenditure","01010504","01.01.05.04 Milk drinks and ready to drink milks","-","All household sizes","2015","2015","Euro","0.2"
"HS208","Average weekly household expenditure","01010504","01.01.05.04 Milk drinks and ready to drink milks","001","1 person","2015","2015","Euro","0.07"
"HS208","Average weekly household expenditure","01010504","01.01.05.04 Milk drinks and ready to drink milks","003","2 persons","2015","2015","Euro","0.15"
"HS208","Average weekly household expenditure","01010504","01.01.05.04 Milk drinks and ready to drink milks","004","3 persons","2015","2015","Euro","0.27"
"HS208","Average weekly household expenditure","01010504","01.01.05.04 Milk drinks and ready to drink milks","006","4 persons","2015","2015","Euro","0.31"
"HS208","Average weekly household expenditure","01010504","01.01.05.04 Milk drinks and ready to drink milks","007","5 persons","2015","2015","Euro","0.3"
"HS208","Average weekly household expenditure","01010504","01.01.05.04 Milk drinks and ready to drink milks","0091","6 + Persons","2015","2015","Euro","0.41"
"HS208","Average weekly household expenditure","01010505","01.01.05.05 Condensed/evaporated/instant dried milk","-","All household sizes","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","01010505","01.01.05.05 Condensed/evaporated/instant dried milk","001","1 person","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010505","01.01.05.05 Condensed/evaporated/instant dried milk","003","2 persons","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010505","01.01.05.05 Condensed/evaporated/instant dried milk","004","3 persons","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","01010505","01.01.05.05 Condensed/evaporated/instant dried milk","006","4 persons","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","01010505","01.01.05.05 Condensed/evaporated/instant dried milk","007","5 persons","2015","2015","Euro","0.04"
"HS208","Average weekly household expenditure","01010505","01.01.05.05 Condensed/evaporated/instant dried milk","0091","6 + Persons","2015","2015","Euro","0.07"
"HS208","Average weekly household expenditure","01010506","01.01.05.06 Infant and baby milk - ready to drink","-","All household sizes","2015","2015","Euro","0.05"
"HS208","Average weekly household expenditure","01010506","01.01.05.06 Infant and baby milk - ready to drink","001","1 person","2015","2015","Euro","0"
"HS208","Average weekly household expenditure","01010506","01.01.05.06 Infant and baby milk - ready to drink","003","2 persons","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010506","01.01.05.06 Infant and baby milk - ready to drink","004","3 persons","2015","2015","Euro","0.13"
"HS208","Average weekly household expenditure","01010506","01.01.05.06 Infant and baby milk - ready to drink","006","4 persons","2015","2015","Euro","0.07"
"HS208","Average weekly household expenditure","01010506","01.01.05.06 Infant and baby milk - ready to drink","007","5 persons","2015","2015","Euro","0.12"
"HS208","Average weekly household expenditure","01010506","01.01.05.06 Infant and baby milk - ready to drink","0091","6 + Persons","2015","2015","Euro","0.06"
"HS208","Average weekly household expenditure","01010507","01.01.05.07 Infant and baby milk - dried","-","All household sizes","2015","2015","Euro","0.41"
"HS208","Average weekly household expenditure","01010507","01.01.05.07 Infant and baby milk - dried","001","1 person","2015","2015","Euro","0.01"
"HS208","Average weekly household expenditure","01010507","01.01.05.07 Infant and baby milk - dried","003","2 persons","2015","2015","Euro","0.08"
"HS208","Average weekly household expenditure","01010507","01.01.05.07 Infant and baby milk - dried","004","3 persons","2015","2015","Euro","0.66"
"HS208","Average weekly household expenditure","01010507","01.01.05.07 Infant and baby milk - dried","006","4 persons","2015","2015","Euro","0.67"
"HS208","Average weekly household expenditure","01010507","01.01.05.07 Infant and baby milk - dried","007","5 persons","2015","2015","Euro","0.9"
"HS208","Average weekly household expenditure","01010507","01.01.05.07 Infant and baby milk - dried","0091","6 + Persons","2015","2015","Euro","1.91"
"HS208","Average weekly household expenditure","01010508","01.01.05.08 Dried milk and dried milk products (e.g. complan)","-","All household sizes","2015","2015","Euro","0.04"
"HS208","Average weekly household expenditure","01010508","01.01.05.08 Dried milk and dried milk products (e.g. complan)","001","1 person","2015","2015","Euro","0.02"
"HS208","Average weekly household expenditure","01010508","01.01.05.08 Dried milk and dried milk products (e.g. complan)","003","2 persons","2015","2015","Euro","0.03"
"HS208","Average weekly household expenditure","01010508","01.01.05.08 Dried milk and dried milk products (e.g. complan)","004","3 persons","2015","2015","Euro","0.04"
"HS208","Average weekly household expenditure","01010508","01.01.05.08 Dried milk and dried milk products (e.g. complan)","006","4 persons","2015","2015","Euro","0.07"
"HS208","Average weekly household expenditure","01010508","01.01.05.08 Dried milk and dried milk products (e.g. complan)","007","5 persons","2015","2015","Euro","0.07"
"HS208","Average weekly household expenditure","01010508","01.01.05.08 Dried milk and dried milk products (e.g. complan)","0091","6 + Persons","2015","2015","Euro","0.07"
"HS208","Average weekly household expenditure","01010509","01.01.05.09 Non dairy milk substitutes","-","All household sizes","2015","2015","Euro","0.22"
"HS208","Average weekly household expenditure","01010509","01.01.05.09 Non dairy milk substitutes","001","1 person","2015","2015","Euro","0.11"
"HS208","Average weekly household expenditure","01010509","01.01.05.09 Non dairy milk substitutes","003","2 persons","2015","2015","Euro","0.22"
"HS208","Average weekly household expenditure","01010509","01.01.05.09 Non dairy milk substitutes","004","3 persons","2015","2015","Euro","0.32"
"HS208","Average weekly household expenditure","01010509","01.01.05.09 Non dairy milk substitutes","006","4 persons","2015","2015","Euro","0.26"
"HS208","Average weekly household expenditure","01010509","01.01.05.09 Non dairy milk substitutes","007","5 persons","2015","2015","Euro","0.28"
"HS208","Average weekly household expenditure","01010509","01.01.05.09 Non dairy milk substitutes","0091","6 + Persons","2015","2015","Euro","0.23"
"HS208","Average weekly household expenditure","01010510","01.01.05.10 Fresh cream","-","All household sizes","2015","2015","Euro","0.38"
"HS208","Average weekly household expenditure","01010510","01.01.05.10 Fresh cream","001","1 person","2015","2015","Euro","0.16"
"HS208","Average weekly household expenditure","01010510","01.01.05.10 Fresh cream","003","2 persons","2015","2015","Euro","0.39"
